id,source_number,level,unit,book_page,pdf_page,word,reading,part_of_speech,meaning_zh_original,meaning_zh_reviewed,sentence_ja_original,sentence_ja,sentence_zh_original,sentence_zh_reviewed,translation_status,correction_category,translation_note,has_original_sentence
n3_0412,0412,N3,4,25,27,世の中,よのなか,名,世间，世上,世间，世上,世の中がいやになった。,世の中がいやになった。,厌倦了这个时代。,厌倦了这个时代。,original_book,,使用原书例句与原书中文译文。,True
n3_0413,0413,N3,4,26,28,ライス,ライス,名,大米，米饭,大米，米饭,日本人はライス、つまり、お米を主食としている。,日本人はライス、つまり、お米を主食としている。,日本人以大米为主食。,日本人以大米为主食。,original_book,,使用原书例句与原书中文译文。,True
n3_0414,0414,N3,4,26,28,利害,りがい,名,利害，得失，损益,利害，得失，损益,その計画は我々の利害に大いに影響するだろう。,その計画は我々の利害に大いに影響するだろう。,那个计划会对我们的损益产生很大的影响。,那个计划会对我们的损益产生很大的影响。,original_book,,使用原书例句与原书中文译文。,True
n3_0415,0415,N3,4,26,28,リサイクル,リサイクル,名·他サ,废物再利用,废物再利用,古着をリサイクルする。,古着をリサイクルする。,循环利用旧衣服。,循环利用旧衣服。,original_book,,使用原书例句与原书中文译文。,True
n3_0416,0416,N3,4,26,28,礼儀,れいぎ,名,礼，礼貌；礼仪，礼节，礼法,礼，礼貌；礼仪，礼节，礼法,どんなに親しくとも礼儀を守る必要がある。,どんなに親しくとも礼儀を守る必要がある。,就算再亲近也要守礼仪。,就算再亲近也要守礼仪。,original_book,,使用原书例句与原书中文译文。,True
n3_0417,0417,N3,4,26,28,連合,れんごう,名·自他サ,联合；联盟,联合；联盟,この国は共通の目的のために他の数か国と連合した。,この国は共通の目的のために他の数か国と連合した。,为了共同的目的，这个国家和其他数国结成联盟了。,为了共同的目的，这个国家和其他数国结成联盟了。,original_book,,使用原书例句与原书中文译文。,True
n3_0418,0418,N3,4,26,28,録音,ろくおん,名·他サ,录音,录音,首相演説を放送用に録音する。,首相演説を放送用に録音する。,将首相的演讲录下来用于播放。,将首相的演讲录下来用于播放。,original_book,,使用原书例句与原书中文译文。,True
n3_0419,0419,N3,4,26,28,ロケット,ロケット,名,运载火箭,运载火箭,ロケットで人工衛星を軌道にのせる。,ロケットで人工衛星を軌道にのせる。,用火箭将人造卫星送入轨道。,用火箭将人造卫星送入轨道。,original_book,,使用原书例句与原书中文译文。,True
n3_0420,0420,N3,4,26,28,僅か,わずか,副·形动,仅，少，稍微；勉勉强强；一点点,仅，少，稍微；勉勉强强；一点点,部屋にはわずかな本しかなかった。,部屋にはわずかな本しかなかった。,房间里只有几本书。,房间里只有几本书。,original_book,,使用原书例句与原书中文译文。,True
n3_0421,0421,N3,5,27,29,合図,あいず,名·自サ,信号,信号,目で合図をします。,目で合図をします。,使眼色。,使眼色。,original_book,,使用原书例句与原书中文译文。,True
n3_0422,0422,N3,5,27,29,アイドル,アイドル,名,偶像,偶像,人気アイドル歌手が共演するコンサートが６月14日、北京の工人体育館で開かれる。,人気アイドル歌手が共演するコンサートが６月14日、北京の工人体育館で開かれる。,人气偶像歌手群星演唱会于6月14日在北京工人体育馆举行。,人气偶像歌手群星演唱会于6月14日在北京工人体育馆举行。,original_book,,使用原书例句与原书中文译文。,True
n3_0423,0423,N3,5,27,29,明かり,あかり,名,光亮；灯；希望,光亮；灯；希望,蝋燭の明かりで本を読みます。,蝋燭の明かりで本を読みます。,借助蜡烛的光读书。,借助蜡烛的光读书。,original_book,,使用原书例句与原书中文译文。,True
n3_0424,0424,N3,5,27,29,生き生き,いきいき,副·自サ,活泼，生动,活泼，生动,この絵は生き生きとしています。,この絵は生き生きとしています。,这幅画非常生动。,这幅画非常生动。,original_book,,使用原书例句与原书中文译文。,True
n3_0425,0425,N3,5,27,29,イコール,イコール,名·形动,等号；相等，等于,等号；相等，等于,個人主義と利己主義とはイコールではない。,個人主義と利己主義とはイコールではない。,个人主义不等于利己主义。,个人主义不等于利己主义。,original_book,,使用原书例句与原书中文译文。,True
n3_0426,0426,N3,5,27,29,意思,いし,名,意思，想法,意思，想法,本人の意思を明らかにする必要があります。,本人の意思を明らかにする必要があります。,有必要弄清当事人的想法。,有必要弄清当事人的想法。,original_book,,使用原书例句与原书中文译文。,True
n3_0427,0427,N3,5,27,29,一種,いっしゅ,名,一种,一种,くじらは哺乳動物の一種です。,くじらは哺乳動物の一種です。,鲸是一种哺乳动物。,鲸是一种哺乳动物。,original_book,,使用原书例句与原书中文译文。,True
n3_0428,0428,N3,5,27,29,医療,いりょう,名,医疗，治疗,医疗，治疗,患者に医療を施します。,患者に医療を施します。,对患者进行治疗。,对患者进行治疗。,original_book,,使用原书例句与原书中文译文。,True
n3_0429,0429,N3,5,27,29,ウエスト,ウエスト,名,腰，腰部，腰围,腰，腰部，腰围,彼女のウエストは60センチだ。,彼女のウエストは60センチだ。,她的腰围是60厘米。,她的腰围是60厘米。,original_book,,使用原书例句与原书中文译文。,True
n3_0430,0430,N3,5,27,29,失う,うしなう,他五,丢失；丧失,丢失；丧失,父を失った悲しみが消えません。,父を失った悲しみが消えません。,失去父亲的悲伤一直无法消散。,失去父亲的悲伤一直无法消散。,original_book,,使用原书例句与原书中文译文。,True
n3_0431,0431,N3,5,27,29,エネルギー,エネルギー,名,能，能源，能量,能，能源，能量,仕事でエネルギーを消耗します。,仕事でエネルギーを消耗します。,因工作而消耗精力。,因工作而消耗精力。,original_book,,使用原书例句与原书中文译文。,True
n3_0432,0432,N3,5,27,29,遠足,えんそく,名·自サ,远足，徒步旅行,远足，徒步旅行,バスで富士山へ遠足に出かける。,バスで富士山へ遠足に出かける。,乘公交车去富士山远足。,乘公交车去富士山远足。,original_book,,使用原书例句与原书中文译文。,True
n3_0433,0433,N3,5,27,29,応対,おうたい,名·自サ,应对；应酬,应对；应酬,彼は電話の応対が上手です。,彼は電話の応対が上手です。,他很擅长接电话。,他很擅长接电话。,original_book,,使用原书例句与原书中文译文。,True
n3_0434,0434,N3,5,27,29,お気に入り,おきにいり,名,心爱，喜欢；得意,心爱，喜欢；得意,この曲は私のお気に入りの一つだ。,この曲は私のお気に入りの一つだ。,这首歌是我的最爱之一。,这首歌是我的最爱之一。,original_book,,使用原书例句与原书中文译文。,True
n3_0435,0435,N3,5,27,29,お辞儀,おじぎ,名·自サ,敬礼，鞠躬,敬礼，鞠躬,ちょっと御辞儀をして立ち去りました。,ちょっと御辞儀をして立ち去りました。,鞠躬之后离开了。,鞠躬之后离开了。,original_book,,使用原书例句与原书中文译文。,True
n3_0436,0436,N3,5,28,30,お喋り,おしゃべり,名·自サ·形动,闲谈，聊天；健谈,闲谈，聊天；健谈,お喋りしないで早く家へ帰れ。,お喋りしないで早く家へ帰れ。,不要闲聊了，快回家。,不要闲聊了，快回家。,original_book,,使用原书例句与原书中文译文。,True
n3_0437,0437,N3,5,28,30,恐らく,おそらく,副,恐怕；或许,恐怕；或许,今日は恐らく会えるでしょう。,今日は恐らく会えるでしょう。,今天可能碰面。,今天可能碰面。,original_book,,使用原书例句与原书中文译文。,True
n3_0438,0438,N3,5,28,30,替える,かえる,他一,改换，更换,改换，更换,切れた電気の球を替えます。,切れた電気の球を替えます。,更换坏掉的电灯泡。,更换坏掉的电灯泡。,original_book,,使用原书例句与原书中文译文。,True
n3_0439,0439,N3,5,28,30,数える,かぞえる,他一,数；计算,数；计算,端から順に人数を数えます。,端から順に人数を数えます。,从外缘开始按顺序清点人数。,从外缘开始按顺序清点人数。,original_book,,使用原书例句与原书中文译文。,True
n3_0440,0440,N3,5,28,30,兼ねる,かねる,他一,兼带；兼任，兼职；兼作,兼带；兼任，兼职；兼作,父は二つの病院の院長を兼ねています。,父は二つの病院の院長を兼ねています。,父亲兼任两所医院的院长。,父亲兼任两所医院的院长。,original_book,,使用原书例句与原书中文译文。,True
n3_0441,0441,N3,5,28,30,科目,かもく,名,科目；学科,科目；学科,植物は学問上たくさんの科目に分類されています。,植物は学問上たくさんの科目に分類されています。,植物这门学问被分为众多科目。,植物这门学问被分为众多科目。,original_book,,使用原书例句与原书中文译文。,True
n3_0442,0442,N3,5,28,30,空,から,名·接头,空的,空的,財布も空になりました。习题：飲み終わったら、 になったビンをこちらに1.あき 2.なし3.すき 4.から解析：答案是4。选项1「あき」意为“空隙”。选项2「な,財布も空になりました。,钱包也空了。捨ててください。し」意为“没有”。选项3「すき」意为“间隙”。选项4「から」意为“空”。,钱包也空了。,data_cleaned,数据提取清理,移除误并入例句的习题、选项和解析文本。,True
n3_0443,0443,N3,5,28,30,カラー,カラー,名,领子,领子,ワイシャツのカラーがちょっと汚れています。,ワイシャツのカラーがちょっと汚れています。,衬衫的领子有点儿脏。,衬衫的领子有点儿脏。,original_book,,使用原书例句与原书中文译文。,True
n3_0444,0444,N3,5,28,30,カラー,カラー,名,色彩；特色,色彩；特色,自分のパーソナルカラーを決めて個性を発揮する。,自分のパーソナルカラーを決めて個性を発揮する。,确定自己的专属颜色，发挥个性。,确定自己的专属颜色，发挥个性。,original_book,,使用原书例句与原书中文译文。,True
n3_0445,0445,N3,5,28,30,気圧,きあつ,名,气压,气压,夏は冬より気圧の変動が多いです。,夏は冬より気圧の変動が多いです。,夏天气压变化得比冬天频繁。,夏天气压变化得比冬天频繁。,original_book,,使用原书例句与原书中文译文。,True
n3_0446,0446,N3,5,28,30,キー,キー,名,钥匙；关键,钥匙；关键,自動車のキーを部屋に忘れた。,自動車のキーを部屋に忘れた。,把车钥匙落在房间里了。,把车钥匙落在房间里了。,original_book,,使用原书例句与原书中文译文。,True
n3_0447,0447,N3,5,28,30,キーボード,キーボード,名,键盘,键盘,このキーボードをデスクに置いてみれば、他のキーボードとの違いが一目瞭然です。,このキーボードをデスクに置いてみれば、他のキーボードとの違いが一目瞭然です。,把这个键盘放到桌子上，它和其他键盘的区别就一目了然了。,把这个键盘放到桌子上，它和其他键盘的区别就一目了然了。,original_book,,使用原书例句与原书中文译文。,True
n3_0448,0448,N3,5,28,30,気の毒,きのどく,名·形动,可怜，可悲，悲惨,可怜，可悲，悲惨,私たちはみんな彼を気の毒に思っています。,私たちはみんな彼を気の毒に思っています。,我们都认为他很可怜。,我们都认为他很可怜。,original_book,,使用原书例句与原书中文译文。,True
n3_0449,0449,N3,5,28,30,基盤,きばん,名,基础；底座,基础；底座,工業はまだ基盤が弱いです。,工業はまだ基盤が弱いです。,工业的底子还比较薄弱。,工业的底子还比较薄弱。,original_book,,使用原书例句与原书中文译文。,True
n3_0450,0450,N3,5,28,30,苦情,くじょう,名,抱怨，不满意，意见,抱怨，不满意，意见,製品の品質が悪くて消費者から苦情が絶えません。,製品の品質が悪くて消費者から苦情が絶えません。,商品质量差，消费者投诉不止。,商品质量差，消费者投诉不止。,original_book,,使用原书例句与原书中文译文。,True
n3_0451,0451,N3,5,28,30,組む,くむ,他五,合伙，联合；交叉起来；结成；编,合伙，联合；交叉起来；结成；编,あぐらは 両 足を前に組んで楽な姿勢で座ることです。,あぐらは両足を前に組んで楽な姿勢で座ることです。,盘腿坐姿是指两腿在身前交叉，放松地坐着。,盘腿坐姿是指两腿在身前交叉，放松地坐着。,original_book,,使用原书例句与原书中文译文。,True
n3_0452,0452,N3,5,28,30,グラス,グラス,名,玻璃；玻璃杯,玻璃；玻璃杯,ワイングラスを傾けて一気に飲み干す。,ワイングラスを傾けて一気に飲み干す。,一口气喝干酒杯里的葡萄酒。,一口气喝干酒杯里的葡萄酒。,original_book,,使用原书例句与原书中文译文。,True
n3_0453,0453,N3,5,29,31,形式,けいしき,名,形式，方式,形式，方式,あの教授の研究成果は論文の形式で発表します。,あの教授の研究成果は論文の形式で発表します。,那名教授将以论文的形式发表自己的研究成果。,那名教授将以论文的形式发表自己的研究成果。,original_book,,使用原书例句与原书中文译文。,True
n3_0454,0454,N3,5,29,31,ケース,ケース,名,容器，箱子，盒子；情形，场合,容器，箱子，盒子；情形，场合,これは特殊なケースだ。,これは特殊なケースだ。,这是个特殊案例。,这是个特殊案例。,original_book,,使用原书例句与原书中文译文。,True
n3_0455,0455,N3,5,29,31,下車,げしゃ,名·自サ,下车,下车,この駅で下車するのですか。,この駅で下車するのですか。,是在这一站下车吗？,是在这一站下车吗？,original_book,,使用原书例句与原书中文译文。,True
n3_0456,0456,N3,5,29,31,欠勤,けっきん,名·自サ,缺勤,缺勤,昨日病気で会社を欠勤しました。,昨日病気で会社を欠勤しました。,昨天因为生病没来上班。,昨天因为生病没来上班。,original_book,,使用原书例句与原书中文译文。,True
n3_0457,0457,N3,5,29,31,現代,げんだい,名,现代，现今，当代,现代，现今，当代,現代の日本の姿を自分の目で見てみたいです。,現代の日本の姿を自分の目で見てみたいです。,想亲眼看一看现代日本的风貌。,想亲眼看一看现代日本的风貌。,original_book,,使用原书例句与原书中文译文。,True
n3_0458,0458,N3,5,29,31,憲法,けんぽう,名,宪法,宪法,憲法は他の法律や命令によって変更することはできません。,憲法は他の法律や命令によって変更することはできません。,宪法不因其他法律或命令而改变。,宪法不因其他法律或命令而改变。,original_book,,使用原书例句与原书中文译文。,True
n3_0459,0459,N3,5,29,31,恋,こい,名·自サ,恋爱；爱情,恋爱；爱情,彼を一目見て恋をしてしまいました。,彼を一目見て恋をしてしまいました。,我对他一见钟情了。,我对他一见钟情了。,original_book,,使用原书例句与原书中文译文。,True
n3_0460,0460,N3,5,29,31,恋人,こいびと,名,情人，意中人，（恋爱）对象,情人，意中人，（恋爱）对象,あの女の子はわたしの恋人です。,あの女の子はわたしの恋人です。,那个姑娘是我的恋人。,那个姑娘是我的恋人。,original_book,,使用原书例句与原书中文译文。,True
n3_0461,0461,N3,5,29,31,コイン,コイン,名,硬币,硬币,彼は上着のポケットから一枚のコインを取り出しました。,彼は上着のポケットから一枚のコインを取り出しました。,他从上衣的口袋里取出了一枚硬币。,他从上衣的口袋里取出了一枚硬币。,original_book,,使用原书例句与原书中文译文。,True
n3_0462,0462,N3,5,29,31,コインランドリー,コインランドリー,名,投币式洗衣店,投币式洗衣店,コインランドリーはコインを入れて洗濯機や乾燥機を使わせる店です。,コインランドリーはコインを入れて洗濯機や乾燥機を使わせる店です。,投币式洗衣店是指顾客放入硬币自助洗衣或烘干的店。,投币式洗衣店是指顾客放入硬币自助洗衣或烘干的店。,original_book,,使用原书例句与原书中文译文。,True
n3_0463,0463,N3,5,29,31,交代,こうたい,名·他自サ,交替，替换；轮换,交替，替换；轮换,社員たちは交代で食事をしました。,社員たちは交代で食事をしました。,职员们轮流吃了饭。,职员们轮流吃了饭。,original_book,,使用原书例句与原书中文译文。,True
n3_0464,0464,N3,5,29,31,国立,こくりつ,名,国立,国立,中国の大学はほとんど国立です。,中国の大学はほとんど国立です。,中国的大学多数是公立大学。,中国的大学多数是公立大学。,original_book,,使用原书例句与原书中文译文。,True
n3_0465,0465,N3,5,29,31,凍える,こごえる,自一,冻僵,冻僵,手足が凍えて仕事ができません。,手足が凍えて仕事ができません。,手脚冻僵了，无法工作。,手脚冻僵了，无法工作。,original_book,,使用原书例句与原书中文译文。,True
n3_0466,0466,N3,5,29,31,サーフィン,サーフィン,名,乘冲浪板，冲浪,乘冲浪板，冲浪,サーフィンは夏の風物だ。,サーフィンは夏の風物だ。,冲浪是夏天最常见的运动方式之一。,冲浪是夏天最常见的运动方式之一。,original_book,,使用原书例句与原书中文译文。,True
n3_0467,0467,N3,5,29,31,サイクリング,サイクリング,名,骑自行车旅行,骑自行车旅行,郊外へサイクリングに出かける。,郊外へサイクリングに出かける。,去郊外骑自行车旅行。,去郊外骑自行车旅行。,original_book,,使用原书例句与原书中文译文。,True
n3_0468,0468,N3,5,29,31,最高,さいこう,名,最高；至高无上,最高；至高无上,最高の敬意を表します。,最高の敬意を表します。,表达最高的敬意。,表达最高的敬意。,original_book,,使用原书例句与原书中文译文。,True
n3_0469,0469,N3,5,29,31,財産,ざいさん,名,财产,财产,祖父から受け継いだ財産を大切にしています。,祖父から受け継いだ財産を大切にしています。,珍惜从祖父那里继承的财产。,珍惜从祖父那里继承的财产。,original_book,,使用原书例句与原书中文译文。,True
n3_0470,0470,N3,5,29,31,サイト,サイト,名,地基，用地，地点，位置；站点，网点,地基，用地，地点，位置；站点，网点,宿題のために、いくつかの教育サイトを見た。,宿題のために、いくつかの教育サイトを見た。,为了做家庭作业，我查看了几个教育网站。,为了做家庭作业，我查看了几个教育网站。,original_book,,使用原书例句与原书中文译文。,True
n3_0471,0471,N3,5,30,32,採用,さいよう,名·他サ,录用，任用；采纳（意见或方法）,录用，任用；采纳（意见或方法）,彼女は応募した会社から採用の連絡を受けて喜んでいた。,彼女は応募した会社から採用の連絡を受けて喜んでいた。,她很高兴接到了应聘公司的录用通知。,她很高兴接到了应聘公司的录用通知。,original_book,,使用原书例句与原书中文译文。,True
n3_0472,0472,N3,5,30,32,雑草,ざっそう,名,杂草,杂草,庭に生えた雑草を抜くのは、結構な作業だ。,庭に生えた雑草を抜くのは、結構な作業だ。,拔除院子里长出的杂草是一个辛苦活儿。,拔除院子里长出的杂草是一个辛苦活儿。,original_book,,使用原书例句与原书中文译文。,True
n3_0473,0473,N3,5,30,32,早速,さっそく,副,立刻，马上，赶紧，火速,立刻，马上，赶紧，火速,電話をかけたら早速やって来ました。,電話をかけたら早速やって来ました。,（我）一打电话，（他）就火速地赶来了。,（我）一打电话，（他）就火速地赶来了。,original_book,,使用原书例句与原书中文译文。,True
n3_0474,0474,N3,5,30,32,指示,しじ,名·他サ,指示；命令,指示；命令,明日の予定を指示します。,明日の予定を指示します。,指示明天的安排。,指示明天的安排。,original_book,,使用原书例句与原书中文译文。,True
n3_0475,0475,N3,5,30,32,事情,じじょう,名,情形，情况；理由，原因,情形，情况；理由，原因,どういう事情で会社を辞めたんですか。,どういう事情で会社を辞めたんですか。,为什么辞职了呢？,为什么辞职了呢？,original_book,,使用原书例句与原书中文译文。,True
n3_0476,0476,N3,5,30,32,システム,システム,名,组织；系统，体系；机构,组织；系统，体系；机构,会社の指揮のシステムはうまく纏まっている。,会社の指揮のシステムはうまく纏まっている。,公司的指挥系统非常完备。,公司的指挥系统非常完备。,original_book,,使用原书例句与原书中文译文。,True
n3_0477,0477,N3,5,30,32,自然,しぜん,名·形动·副,自然；自然界；理所当然,自然；自然界；理所当然,この地域は美しい自然に囲まれています。,この地域は美しい自然に囲まれています。,这里被美丽的大自然环抱。,这里被美丽的大自然环抱。,original_book,,使用原书例句与原书中文译文。,True
n3_0478,0478,N3,5,30,32,時速,じそく,名,时速,时速,この新幹線は時速がどのぐらいですか。,この新幹線は時速がどのぐらいですか。,这趟新干线列车的时速是多少？,这趟新干线列车的时速是多少？,original_book,,使用原书例句与原书中文译文。,True
n3_0479,0479,N3,5,30,32,地味,じみ,名·形动,朴素，质朴,朴素，质朴,彼の生活はきわめて地味でした。,彼の生活はきわめて地味でした。,他的生活相当简朴。,他的生活相当简朴。,original_book,,使用原书例句与原书中文译文。,True
n3_0480,0480,N3,5,30,32,住居,じゅうきょ,名,住所，住宅,住所，住宅,他人の住居に侵入します。,他人の住居に侵入します。,擅闯他人住所。,擅闯他人住所。,original_book,,使用原书例句与原书中文译文。,True
n3_0481,0481,N3,5,30,32,順,じゅん,名,顺序；次序,顺序；次序,順を追って経過を説明します。,順を追って経過を説明します。,按顺序说明事情经过。,按顺序说明事情经过。,original_book,,使用原书例句与原书中文译文。,True
n3_0482,0482,N3,5,30,32,循環,じゅんかん,名·自サ,循环,循环,血液が体内を循環します。,血液が体内を循環します。,血液在体内循环。,血液在体内循环。,original_book,,使用原书例句与原书中文译文。,True
n3_0483,0483,N3,5,30,32,順序,じゅんじょ,名,顺序,顺序,作業の順序を間違えないように注意してください。,作業の順序を間違えないように注意してください。,请注意不要弄错操作的顺序。,请注意不要弄错操作的顺序。,original_book,,使用原书例句与原书中文译文。,True
n3_0484,0484,N3,5,30,32,商品,しょうひん,名,商品，货品,商品，货品,あの店はこの種の商品を取り扱います。,あの店はこの種の商品を取り扱います。,那家店经营这类商品。,那家店经营这类商品。,original_book,,使用原书例句与原书中文译文。,True
n3_0485,0485,N3,5,30,32,証明,しょうめい,名·他サ,证明,证明,この事実は彼の理論をはっきりと証明しました。,この事実は彼の理論をはっきりと証明しました。,这个事实充分证明了他的理论。,这个事实充分证明了他的理论。,original_book,,使用原书例句与原书中文译文。,True
n3_0486,0486,N3,5,30,32,初級,しょきゅう,名,初级,初级,日本語講習の初級クラスで勉強します。,日本語講習の初級クラスで勉強します。,在日语初级班学习。,在日语初级班学习。,original_book,,使用原书例句与原书中文译文。,True
n3_0487,0487,N3,5,30,32,食料,しょくりょう,名,食品，食物,食品，食物,彼らは食 料不足に悩んでいます。,彼らは食料不足に悩んでいます。,他们苦于食物短缺。,他们苦于食物短缺。,original_book,,使用原书例句与原书中文译文。,True
n3_0488,0488,N3,5,30,32,食糧,しょくりょう,名,粮食,粮食,食 糧の備蓄が必要です。,食糧の備蓄が必要です。,要储备粮食。,要储备粮食。,original_book,,使用原书例句与原书中文译文。,True
n3_0489,0489,N3,5,31,33,スマート,スマート,形动,机敏的，矫健的；苗条；潇洒；巧妙,机敏的，矫健的；苗条；潇洒；巧妙,スマートな応答,スマートな応答,机敏的回答,机敏的回答,original_book,,使用原书例句与原书中文译文。,True
n3_0490,0490,N3,5,31,33,精々,せいぜい,副,尽量，尽可能，尽力；最多也，充其量,尽量，尽可能，尽力；最多也，充其量,彼の収 入はせいぜい月に20万円です。,彼の収入はせいぜい月に20万円です。,他的收入最多每月20万日元。,他的收入最多每月20万日元。,original_book,,使用原书例句与原书中文译文。,True
n3_0491,0491,N3,5,31,33,全員,ぜんいん,名,全体人员,全体人员,被災者は全員体育館に収容された。,被災者は全員体育館に収容された。,所有灾民都被收留在体育馆里了。,所有灾民都被收留在体育馆里了。,original_book,,使用原书例句与原书中文译文。,True
n3_0492,0492,N3,5,31,33,選挙,せんきょ,名·他サ,选举,选举,総理大臣は総選挙の前に政府を解散すると決意した。,総理大臣は総選挙の前に政府を解散すると決意した。,总理决定了在选举前解散政府。,总理决定了在选举前解散政府。,original_book,,使用原书例句与原书中文译文。,True
n3_0493,0493,N3,5,31,33,象,ぞう,名,象，大象,象，大象,象は鼻が長い。,象は鼻が長い。,大象鼻子长。,大象鼻子长。,original_book,,使用原书例句与原书中文译文。,True
n3_0494,0494,N3,5,31,33,像,ぞう,名,像；画像；影像,像；画像；影像,この英雄を記念するために、広場の真ん中に彼の像を建てた。,この英雄を記念するために、広場の真ん中に彼の像を建てた。,为了纪念这位英雄，人们在广场中央竖立了他的雕像。,为了纪念这位英雄，人们在广场中央竖立了他的雕像。,original_book,,使用原书例句与原书中文译文。,True
n3_0495,0495,N3,5,31,33,増加,ぞうか,名·自サ,增加，增大,增加，增大,東京の人口は増加する一方です。,東京の人口は増加する一方です。,东京的人口逐年增长。,东京的人口逐年增长。,original_book,,使用原书例句与原书中文译文。,True
n3_0496,0496,N3,5,31,33,送信,そうしん,名·他サ,发送，发射,发送，发射,レポートを完成させたあと、先生にメールで送信した。,レポートを完成させたあと、先生にメールで送信した。,完成论文后，把它用电子邮件发给老师了。,完成论文后，把它用电子邮件发给老师了。,original_book,,使用原书例句与原书中文译文。,True
n3_0497,0497,N3,5,31,33,挿入,そうにゅう,名·他サ,插入,插入,プレゼンテーションには、説明を分かりやすくするために画像を挿入した。,プレゼンテーションには、説明を分かりやすくするために画像を挿入した。,在演示文稿中插入了图像，以便听者更容易理解。,在演示文稿中插入了图像，以便听者更容易理解。,original_book,,使用原书例句与原书中文译文。,True
n3_0498,0498,N3,5,31,33,送料,そうりょう,名,邮费；运费,邮费；运费,ネットで買い物をするときは、送料も考えないといけない。,ネットで買い物をするときは、送料も考えないといけない。,在网上购物时还必须考虑运费。,在网上购物时还必须考虑运费。,original_book,,使用原书例句与原书中文译文。,True
n3_0499,0499,N3,5,31,33,其の為,そのため,接续,为此，因为,为此，因为,彼は病気になった。そのため、今日の会議に出席できません。,彼は病気になった。そのため、今日の会議に出席できません。,"他生病了,因此不能出席今天的会议。","他生病了,因此不能出席今天的会议。",original_book,,使用原书例句与原书中文译文。,True
n3_0500,0500,N3,5,31,33,楽しみ,たのしみ,名,乐趣；期待,乐趣；期待,明日の野球試合を楽しみにしている。,明日の野球試合を楽しみにしている。,期待着明天的棒球比赛。,期待着明天的棒球比赛。,original_book,,使用原书例句与原书中文译文。,True
n3_0501,0501,N3,5,31,33,楽しむ,たのしむ,自他五,享受，欣赏；期待，盼望,享受，欣赏；期待，盼望,子供の成長を楽しむ。,子供の成長を楽しむ。,期待孩子成长。,期待孩子成长。,original_book,,使用原书例句与原书中文译文。,True
n3_0502,0502,N3,5,31,33,束,たば,名,把，捆，束,把，捆，束,雑誌を束にして棚に置きました。,雑誌を束にして棚に置きました。,把杂志捆起来放到架子上了。,把杂志捆起来放到架子上了。,original_book,,使用原书例句与原书中文译文。,True
n3_0503,0503,N3,5,31,33,チャンス,チャンス,名,机会，良机,机会，良机,こんなチャンスは一生に二度とないだろう。,こんなチャンスは一生に二度とないだろう。,这样的机会这辈子不会再有了吧。,这样的机会这辈子不会再有了吧。,original_book,,使用原书例句与原书中文译文。,True
n3_0504,0504,N3,5,31,33,チャンネル,チャンネル,名,泳道，航道；（广播电视）频道,泳道，航道；（广播电视）频道,3チャンネルで映画を見る。,3チャンネルで映画を見る。,在3频道看电影。,在3频道看电影。,original_book,,使用原书例句与原书中文译文。,True
n3_0505,0505,N3,5,32,34,注,ちゅう,名,注，注解，注释,注，注解，注释,彼は重要な点に注をつけました。,彼は重要な点に注をつけました。,他在重要的地方加了注释。,他在重要的地方加了注释。,original_book,,使用原书例句与原书中文译文。,True
n3_0506,0506,N3,5,32,34,直接,ちょくせつ,名·副,直接,直接,疑問な点は直接私に問い合わせてください。,疑問な点は直接私に問い合わせてください。,如果有疑问，请直接问我。,如果有疑问，请直接问我。,original_book,,使用原书例句与原书中文译文。,True
n3_0507,0507,N3,5,32,34,綱,つな,名,粗绳，绳索；依靠，命脉,粗绳，绳索；依靠，命脉,綱をしっかり握ってください。,綱をしっかり握ってください。,请紧紧抓住绳索。,请紧紧抓住绳索。,original_book,,使用原书例句与原书中文译文。,True
n3_0508,0508,N3,5,32,34,繋ぐ,つなぐ,他五,拴，系；牵，拉,拴，系；牵，拉,友人たちとの強い絆をつなぐために、私たちは毎年同窓会を開催している。,友人たちとの強い絆をつなぐために、私たちは毎年同窓会を開催している。,为了加强与朋友们之间的紧密联系，我们每年都举办同学会。,为了加强与朋友们之间的紧密联系，我们每年都举办同学会。,original_book,,使用原书例句与原书中文译文。,True
n3_0509,0509,N3,5,32,34,停止,ていし,名·自サ,停下；中断，停止,停下；中断，停止,雨が降り始めたので作業を停止しました。,雨が降り始めたので作業を停止しました。,因为下雨了，所以停止了作业。,因为下雨了，所以停止了作业。,original_book,,使用原书例句与原书中文译文。,True
n3_0510,0510,N3,5,32,34,テーマ,テーマ,名,中心思想，主题，题目；主旋律,中心思想，主题，题目；主旋律,論文のテーマは何ですか。,論文のテーマは何ですか。,论文题目是什么？,论文题目是什么？,original_book,,使用原书例句与原书中文译文。,True
n3_0511,0511,N3,5,32,34,通る,とおる,自五,通过，穿过；通过（考核、审查）,通过，穿过；通过（考核、审查）,この道は、夜あまり自動車が通らない。,この道は、夜あまり自動車が通らない。,这条路晚上没什么车辆通行。,这条路晚上没什么车辆通行。,original_book,,使用原书例句与原书中文译文。,True
n3_0512,0512,N3,5,32,34,なだらか,なだらか,形动,平缓；平稳，顺利；流畅，流利,平缓；平稳，顺利；流畅，流利,なだらかに事が運ぶことを願っている。,なだらかに事が運ぶことを願っている。,祈祷一切顺利。,祈祷一切顺利。,original_book,,使用原书例句与原书中文译文。,True
